person_id,frame_id,timestamp_sec,pos_x_px,pos_y_px,pos_x_meters,pos_y_meters,speed_mps,speed_kmh,acceleration_mps2,heading_deg,dist_to_zebra_meters,inside_crosswalk,behavioral_state
6,22200,740.74,1204.4,1712.1,18.066,25.681,0.019,0.07,0.005,207.4,8.8,0,Stationary
6,22260,742.74,1203.4,1714.7,18.051,25.721,0.021,0.08,0.001,110.0,8.8,0,Stationary
6,22320,744.74,1203.8,1714.1,18.056,25.712,0.005,0.02,-0.008,299.7,8.8,0,Stationary
6,22620,754.75,1202.3,1711.6,18.034,25.675,0.004,0.02,-0.0,239.1,8.77,0,Stationary
6,22800,760.76,1203.4,1715.3,18.051,25.73,0.01,0.03,0.001,72.9,8.81,0,Stationary
6,22860,762.76,1203.9,1714.4,18.059,25.716,0.008,0.03,-0.001,298.0,8.81,0,Stationary
6,22920,764.76,1205.1,1713.0,18.076,25.695,0.014,0.05,0.003,310.6,8.82,0,Stationary
6,22980,766.77,1205.0,1712.9,18.075,25.693,0.001,0.0,-0.006,244.1,8.81,0,Stationary
6,23040,768.77,1205.5,1714.3,18.082,25.714,0.011,0.04,0.005,72.0,8.83,0,Stationary
6,23100,770.77,1205.4,1716.4,18.081,25.745,0.016,0.06,0.002,92.9,8.84,0,Stationary
6,23280,776.78,1205.1,1714.3,18.077,25.714,0.005,0.02,-0.002,262.4,8.82,0,Stationary
6,23340,778.78,1200.7,1715.2,18.011,25.729,0.034,0.12,0.014,167.5,8.77,0,Stationary
6,24300,810.81,1202.1,1705.6,18.031,25.583,0.005,0.02,-0.001,277.7,8.73,0,Stationary
7,1320,44.04,1203.3,1865.0,18.049,27.976,0.015,0.05,0.0,80.4,9.61,0,Stationary
7,1440,48.05,1203.9,1868.9,18.059,28.034,0.015,0.05,0.0,80.4,9.64,0,Stationary
7,1500,50.05,1202.7,1866.2,18.041,27.993,0.022,0.08,0.004,246.3,9.61,0,Stationary
7,1620,54.05,1203.1,1871.8,18.047,28.076,0.021,0.08,-0.0,86.1,9.64,0,Stationary
7,1680,56.06,1202.7,1866.8,18.041,28.002,0.037,0.13,0.008,265.2,9.61,0,Stationary
7,1740,58.06,1202.5,1868.2,18.037,28.023,0.011,0.04,-0.013,99.6,9.61,0,Stationary
7,1800,60.06,1204.0,1862.7,18.06,27.941,0.043,0.15,0.016,285.3,9.61,0,Stationary
7,1860,62.06,1202.3,1866.2,18.034,27.993,0.029,0.1,-0.007,115.8,9.6,0,Stationary
7,1920,64.06,1201.6,1865.5,18.024,27.982,0.008,0.03,-0.011,224.8,9.59,0,Stationary
7,1980,66.07,1203.0,1865.4,18.045,27.982,0.01,0.04,0.001,358.5,9.61,0,Stationary
7,2040,68.07,1202.2,1865.9,18.033,27.989,0.007,0.02,-0.002,149.1,9.6,0,Stationary
7,2100,70.07,1204.4,1863.8,18.066,27.957,0.023,0.08,0.008,316.3,9.62,0,Stationary
7,2160,72.07,1204.8,1863.9,18.073,27.958,0.004,0.01,-0.01,6.6,9.62,0,Stationary
7,2220,74.07,1203.5,1868.8,18.053,28.032,0.038,0.14,0.017,104.9,9.63,0,Stationary
7,2280,76.08,1203.0,1869.5,18.045,28.042,0.006,0.02,-0.016,127.4,9.63,0,Stationary
7,2460,82.08,1203.4,1869.7,18.05,28.045,0.001,0.0,-0.001,33.5,9.64,0,Stationary
7,2520,84.08,1203.1,1868.5,18.047,28.028,0.009,0.03,0.004,257.9,9.63,0,Stationary
7,2580,86.09,1205.7,1872.1,18.086,28.082,0.033,0.12,0.012,54.3,9.68,0,Stationary
7,2640,88.09,1205.0,1871.5,18.075,28.073,0.007,0.03,-0.013,221.5,9.67,0,Stationary
7,2700,90.09,1205.0,1872.4,18.075,28.087,0.007,0.03,-0.0,89.8,9.67,0,Stationary
7,2760,92.09,1201.9,1864.8,18.029,27.972,0.062,0.22,0.027,248.1,9.59,0,Stationary
7,2820,94.09,1202.9,1865.3,18.043,27.979,0.008,0.03,-0.027,25.4,9.6,0,Stationary
7,2880,96.1,1200.9,1865.6,18.014,27.984,0.015,0.05,0.003,170.2,9.58,0,Stationary
7,2940,98.1,1203.3,1863.9,18.049,27.959,0.022,0.08,0.004,324.7,9.6,0,Stationary
7,3000,100.1,1202.3,1866.8,18.034,28.002,0.023,0.08,0.001,109.5,9.6,0,Stationary
7,3060,102.1,1202.8,1866.1,18.042,27.991,0.007,0.02,-0.008,307.0,9.61,0,Stationary
7,3120,104.1,1202.7,1868.2,18.04,28.024,0.016,0.06,0.005,93.7,9.62,0,Stationary
7,3180,106.11,1202.8,1866.5,18.042,27.998,0.013,0.05,-0.002,274.6,9.61,0,Stationary
7,3240,108.11,1202.9,1866.7,18.044,28.001,0.002,0.01,-0.006,65.6,9.61,0,Stationary
7,3360,112.11,1203.4,1870.1,18.052,28.051,0.013,0.05,0.003,81.1,9.64,0,Stationary
7,3420,114.11,1203.7,1869.6,18.056,28.044,0.004,0.01,-0.004,304.5,9.64,0,Stationary
7,3540,118.12,1202.3,1867.0,18.034,28.005,0.011,0.04,0.002,241.2,9.61,0,Stationary
7,3600,120.12,1201.5,1864.7,18.022,27.97,0.018,0.07,0.004,250.9,9.58,0,Stationary
7,3660,122.12,1205.0,1873.4,18.076,28.101,0.071,0.25,0.026,67.9,9.68,0,Stationary
7,3720,124.12,1205.4,1862.4,18.082,27.937,0.082,0.3,0.006,272.1,9.63,0,Stationary
7,3780,126.13,1203.0,1870.1,18.045,28.051,0.06,0.22,-0.011,107.6,9.63,0,Stationary
7,3840,128.13,1203.1,1867.7,18.046,28.015,0.018,0.07,-0.021,272.2,9.62,0,Stationary
7,3900,130.13,1202.8,1868.4,18.042,28.026,0.006,0.02,-0.006,111.5,9.62,0,Stationary
7,3960,132.13,1203.2,1866.1,18.048,27.992,0.017,0.06,0.006,279.6,9.61,0,Stationary
7,4020,134.13,1204.1,1864.5,18.061,27.968,0.014,0.05,-0.002,297.6,9.62,0,Stationary
7,4080,136.14,1205.5,1868.2,18.082,28.024,0.03,0.11,0.008,68.8,9.66,0,Stationary
7,6120,204.2,1206.3,1865.4,18.095,27.981,0.001,0.0,-0.0,286.3,9.65,0,Stationary
7,6180,206.21,1206.0,1869.7,18.089,28.045,0.032,0.12,0.016,94.9,9.67,0,Stationary
7,7920,264.26,1204.3,1871.4,18.065,28.07,0.001,0.0,-0.001,133.8,9.66,0,Stationary
7,7980,266.27,1203.2,1867.0,18.048,28.006,0.033,0.12,0.016,255.0,9.62,0,Stationary
7,8100,270.27,1204.7,1869.1,18.07,28.037,0.01,0.03,-0.006,54.1,9.65,0,Stationary
7,8340,278.28,1203.1,1868.4,18.047,28.027,0.003,0.01,-0.001,203.7,9.63,0,Stationary
7,8400,280.28,1202.9,1869.5,18.043,28.042,0.008,0.03,0.002,104.7,9.63,0,Stationary
7,8940,298.3,1202.8,1867.2,18.041,28.008,0.002,0.01,-0.0,267.4,9.61,0,Stationary
7,9000,300.3,1203.7,1869.9,18.056,28.049,0.022,0.08,0.01,70.8,9.64,0,Stationary
7,9060,302.3,1204.3,1863.9,18.065,27.959,0.045,0.16,0.012,275.6,9.62,0,Stationary
7,9240,308.31,1202.5,1866.3,18.037,27.994,0.007,0.03,-0.006,128.3,9.6,0,Stationary
7,9420,314.31,1202.9,1863.9,18.044,27.959,0.006,0.02,-0.0,281.5,9.6,0,Stationary
7,9540,318.32,1202.0,1864.0,18.03,27.961,0.003,0.01,-0.001,174.1,9.59,0,Stationary
7,9600,320.32,1201.3,1864.7,18.02,27.971,0.007,0.03,0.002,134.1,9.58,0,Stationary
7,9660,322.32,1201.3,1863.5,18.02,27.953,0.009,0.03,0.001,269.3,9.57,0,Stationary
7,9720,324.32,1202.1,1864.7,18.031,27.97,0.01,0.04,0.001,57.5,9.59,0,Stationary
7,9780,326.33,1203.2,1866.6,18.048,27.999,0.017,0.06,0.003,59.4,9.62,0,Stationary
7,9840,328.33,1204.6,1867.0,18.069,28.005,0.011,0.04,-0.003,16.6,9.64,0,Stationary
7,9900,330.33,1206.3,1868.9,18.095,28.034,0.019,0.07,0.004,47.2,9.67,0,Stationary
7,9960,332.33,1206.4,1860.2,18.096,27.902,0.066,0.24,0.023,270.4,9.63,0,Stationary
7,10020,334.33,1204.6,1870.8,18.07,28.063,0.081,0.29,0.008,99.3,9.66,0,Stationary
7,10140,338.34,1202.8,1865.5,18.042,27.983,0.021,0.08,-0.015,251.0,9.6,0,Stationary
7,10200,340.34,1201.3,1862.5,18.019,27.938,0.025,0.09,0.002,242.8,9.57,0,Stationary
7,10320,344.34,1202.6,1861.5,18.039,27.922,0.006,0.02,-0.005,322.1,9.58,0,Stationary
7,10380,346.35,1200.8,1859.3,18.012,27.89,0.021,0.07,0.007,230.6,9.54,0,Stationary
7,10440,348.35,1202.0,1861.5,18.03,27.923,0.019,0.07,-0.001,61.3,9.57,0,Stationary
7,10560,352.35,1202.2,1859.6,18.032,27.893,0.007,0.03,-0.003,273.8,9.56,0,Stationary
7,10620,354.35,1203.3,1862.4,18.049,27.936,0.023,0.08,0.008,68.3,9.59,0,Stationary
7,10680,356.36,1201.0,1862.2,18.016,27.933,0.017,0.06,-0.003,185.5,9.56,0,Stationary
7,10800,360.36,1204.0,1869.5,18.06,28.042,0.03,0.11,0.003,67.8,9.64,0,Stationary
7,10860,362.36,1205.7,1870.5,18.085,28.058,0.015,0.05,-0.007,31.8,9.67,0,Stationary
7,10980,366.37,1203.9,1869.8,18.058,28.047,0.007,0.03,-0.002,201.6,9.64,0,Stationary
7,11040,368.37,1206.4,1873.1,18.096,28.097,0.031,0.11,0.012,53.1,9.7,0,Stationary
7,11100,370.37,1206.4,1870.7,18.097,28.061,0.018,0.07,-0.006,271.3,9.68,0,Stationary
7,11640,388.39,1202.0,1863.5,18.03,27.952,0.007,0.03,-0.001,238.3,9.58,0,Stationary
7,11700,390.39,1202.5,1864.9,18.037,27.974,0.011,0.04,0.002,72.2,9.6,0,Stationary
7,12120,404.4,1202.3,1864.6,18.035,27.969,0.0,0.0,-0.001,247.4,9.59,0,Stationary
7,12300,410.41,1200.4,1870.9,18.006,28.063,0.016,0.06,0.003,106.6,9.6,0,Stationary
7,13080,436.44,1197.3,1877.4,17.96,28.161,0.004,0.02,-0.0,115.4,9.59,0,Stationary
7,13500,450.45,1200.3,1893.6,18.004,28.404,0.018,0.06,0.001,79.6,9.73,0,Stationary
7,13560,452.45,1199.7,1892.6,17.996,28.389,0.009,0.03,-0.004,241.4,9.71,0,Stationary
7,13620,454.45,1199.0,1876.6,17.985,28.15,0.12,0.43,0.056,267.4,9.61,0,Stationary
7,13740,458.46,1198.8,1902.6,17.982,28.539,0.097,0.35,-0.006,90.5,9.76,0,Stationary
7,14100,470.47,1199.1,1883.2,17.986,28.247,0.024,0.09,-0.006,271.0,9.65,0,Stationary
7,14160,472.47,1199.5,1898.4,17.993,28.475,0.114,0.41,0.045,88.4,9.74,0,Stationary
7,14220,474.47,1199.0,1902.0,17.985,28.53,0.028,0.1,-0.043,98.3,9.76,0,Stationary
7,14400,480.48,1199.4,1900.5,17.99,28.508,0.004,0.01,-0.004,284.0,9.75,0,Stationary
7,14520,484.48,1199.5,1889.5,17.993,28.342,0.041,0.15,0.009,270.8,9.69,0,Stationary
7,14580,486.49,1199.2,1880.8,17.988,28.213,0.065,0.23,0.012,267.9,9.64,0,Stationary
7,14640,488.49,1199.0,1885.5,17.985,28.282,0.035,0.13,-0.015,92.1,9.66,0,Stationary
7,14760,492.49,1198.0,1898.1,17.971,28.472,0.048,0.17,0.003,94.4,9.72,0,Stationary
7,15180,506.51,1199.6,1899.9,17.994,28.498,0.002,0.01,-0.003,47.9,9.75,0,Stationary
7,16020,534.53,1204.9,1906.7,18.073,28.6,0.005,0.02,0.0,52.3,9.87,0,Stationary
7,16200,540.54,1205.7,1908.6,18.086,28.629,0.005,0.02,0.0,66.8,9.89,0,Stationary
9,3960,132.13,3034.6,1025.2,45.519,15.377,0.005,0.02,0.0,46.5,4.41,0,Stationary
9,4080,136.14,3035.6,1026.1,45.534,15.392,0.005,0.02,0.0,46.5,4.39,0,Stationary
9,4320,144.14,3034.0,1023.4,45.51,15.351,0.006,0.02,0.0,240.8,4.44,0,Stationary
9,4380,146.15,3035.4,1023.0,45.531,15.345,0.011,0.04,0.002,342.7,4.44,0,Stationary
13,6660,222.22,1204.1,1922.0,18.062,28.829,0.05,0.18,0.0,259.6,9.95,0,Stationary
13,6720,224.22,1202.9,1915.4,18.044,28.731,0.05,0.18,0.0,259.6,9.89,0,Stationary
13,7080,236.24,1204.9,1919.9,18.074,28.799,0.006,0.02,-0.004,65.9,9.95,0,Stationary
13,7200,240.24,1200.7,1916.8,18.011,28.752,0.02,0.07,0.003,216.4,9.87,0,Stationary
13,7260,242.24,1200.6,1917.0,18.008,28.755,0.002,0.01,-0.009,130.5,9.87,0,Stationary
14,7980,266.27,1065.0,351.6,15.974,5.274,0.004,0.01,0.0,266.7,9.25,0,Stationary
14,8100,270.27,1064.9,350.5,15.973,5.257,0.004,0.01,0.0,266.7,9.26,0,Stationary
14,8220,274.27,1065.0,352.0,15.974,5.28,0.006,0.02,0.0,88.0,9.24,0,Stationary
14,8460,282.28,1064.8,355.4,15.972,5.331,0.006,0.02,0.0,93.0,9.19,0,Stationary
14,8760,292.29,1064.7,353.2,15.97,5.298,0.003,0.01,-0.0,266.9,9.22,0,Stationary
14,9120,304.3,1066.0,354.5,15.99,5.318,0.002,0.01,-0.0,44.8,9.21,0,Stationary
14,9180,306.31,1065.3,353.9,15.98,5.309,0.007,0.02,0.002,223.3,9.21,0,Stationary
14,9240,308.31,1065.0,351.4,15.975,5.271,0.019,0.07,0.006,262.6,9.25,0,Stationary
14,9600,320.32,1065.5,349.1,15.983,5.237,0.003,0.01,-0.001,283.1,9.29,0,Stationary
14,9720,324.32,1066.4,350.0,15.996,5.25,0.005,0.02,0.0,47.0,9.28,0,Stationary
14,10320,344.34,1068.9,351.2,16.034,5.268,0.002,0.01,-0.0,24.9,9.27,0,Stationary
14,10440,348.35,1069.3,351.6,16.04,5.274,0.002,0.01,0.0,42.9,9.26,0,Stationary
15,8400,280.28,1558.6,1730.6,23.379,25.959,0.002,0.01,0.0,82.9,13.91,0,Stationary
15,8700,290.29,1558.7,1731.9,23.381,25.979,0.002,0.01,0.0,82.9,13.92,0,Stationary
15,9720,324.32,1560.2,1726.9,23.404,25.903,0.002,0.01,0.0,286.6,13.92,0,Stationary
16,8820,294.29,3092.8,1010.3,46.392,15.155,0.006,0.02,0.0,262.1,4.43,0,Stationary
16,8880,296.3,3092.7,1009.5,46.39,15.143,0.006,0.02,0.0,262.1,4.44,0,Stationary
16,9000,300.3,3092.9,1009.1,46.393,15.137,0.002,0.01,-0.001,294.2,4.45,0,Stationary
16,9060,302.3,3092.8,1009.9,46.392,15.148,0.006,0.02,0.002,96.1,4.44,0,Stationary
16,9120,304.3,3093.8,1012.3,46.406,15.184,0.019,0.07,0.007,67.9,4.4,0,Stationary
16,9180,306.31,3094.1,1002.7,46.412,15.04,0.072,0.26,0.026,272.2,4.54,0,Stationary
16,9240,308.31,3093.4,1006.2,46.401,15.094,0.027,0.1,-0.022,101.4,4.49,0,Stationary
16,9360,312.31,3094.2,1006.2,46.414,15.093,0.003,0.01,-0.006,355.6,4.49,0,Stationary
16,9480,316.32,3092.6,1009.5,46.389,15.142,0.014,0.05,0.003,116.9,4.45,0,Stationary
16,9660,322.32,3092.6,1007.1,46.39,15.107,0.006,0.02,-0.001,271.8,4.48,0,Stationary
16,9720,324.32,3094.1,1006.8,46.411,15.102,0.011,0.04,0.003,347.9,4.48,0,Stationary
16,9900,330.33,3093.5,1010.0,46.403,15.15,0.008,0.03,-0.001,100.5,4.44,0,Stationary
16,10140,338.34,3093.1,1008.5,46.396,15.127,0.003,0.01,-0.001,253.4,4.46,0,Stationary
16,10200,340.34,3094.1,1008.2,46.411,15.122,0.008,0.03,0.002,341.7,4.46,0,Stationary
16,10260,342.34,3093.2,1006.6,46.398,15.1,0.013,0.05,0.003,239.8,4.49,0,Stationary
16,10380,346.35,3094.4,1003.0,46.415,15.045,0.014,0.05,0.0,287.7,4.54,0,Stationary
16,10440,348.35,3094.5,1003.7,46.418,15.055,0.005,0.02,-0.005,75.9,4.53,0,Stationary
16,10620,354.35,3093.0,1007.0,46.395,15.104,0.009,0.03,0.001,114.7,4.48,0,Stationary
16,11160,372.37,3091.3,1010.1,46.369,15.152,0.003,0.01,-0.0,118.8,4.44,0,Stationary
16,11400,380.38,3089.5,1010.7,46.342,15.16,0.004,0.01,0.0,162.9,4.43,0,Stationary
16,11460,382.38,3090.1,1012.6,46.351,15.188,0.015,0.05,0.006,71.4,4.4,0,Stationary
17,9420,314.31,2421.6,1362.2,36.324,20.433,0.028,0.1,0.0,166.1,10.42,0,Stationary
17,9480,316.32,2417.9,1363.1,36.269,20.447,0.028,0.1,0.0,166.1,10.48,0,Stationary
17,9540,318.32,2423.6,1397.0,36.354,20.955,0.258,0.93,0.115,80.5,10.42,0,Stationary
17,9600,320.32,2422.8,1377.4,36.341,20.66,0.148,0.53,-0.055,267.5,10.41,0,Stationary
18,10320,344.34,2298.6,1657.7,34.479,24.865,0.068,0.24,0.0,113.6,13.14,0,Stationary
18,10380,346.35,2295.0,1666.0,34.424,24.99,0.068,0.24,0.0,113.6,13.24,0,Stationary
18,10440,348.35,2293.9,1672.5,34.409,25.088,0.05,0.18,-0.009,99.1,13.29,0,Stationary
20,10680,356.36,2203.8,797.8,33.057,11.968,0.008,0.03,0.0,120.6,7.66,0,Stationary
20,10740,358.36,2203.3,798.8,33.049,11.982,0.008,0.03,0.0,120.6,7.68,0,Stationary
20,10800,360.36,2204.8,798.8,33.073,11.982,0.012,0.04,0.002,359.0,7.66,0,Stationary
21,11220,374.37,2626.7,1901.0,39.4,28.515,0.009,0.03,0.0,213.1,10.72,0,Stationary
21,11580,386.39,2620.7,1897.1,39.31,28.456,0.009,0.03,0.0,213.1,10.75,0,Stationary
21,13020,434.43,2613.7,1894.9,39.206,28.423,0.002,0.01,-0.0,197.6,10.8,0,Stationary
24,12240,408.41,1064.8,351.7,15.971,5.275,0.0,0.0,0.0,303.8,9.25,0,Stationary
24,13080,436.44,1065.2,351.0,15.978,5.265,0.0,0.0,0.0,303.8,9.26,0,Stationary
24,13140,438.44,1065.5,352.5,15.982,5.287,0.011,0.04,0.005,79.4,9.24,0,Stationary
24,13620,454.45,1065.0,352.2,15.975,5.283,0.001,0.0,-0.001,208.8,9.24,0,Stationary
24,13740,458.46,1066.8,353.2,16.002,5.298,0.008,0.03,0.002,29.2,9.23,0,Stationary
25,17700,590.59,3016.5,1027.1,45.248,15.406,0.02,0.07,0.0,119.4,4.48,0,Stationary
25,17760,592.59,3015.2,1029.4,45.228,15.44,0.02,0.07,0.0,119.4,4.46,0,Stationary
25,17820,594.59,3017.8,1026.6,45.267,15.399,0.028,0.1,0.004,312.8,4.48,0,Stationary
26,17760,592.59,1926.1,1983.3,28.892,29.749,0.01,0.04,0.0,195.8,20.21,0,Stationary
26,17940,598.6,1922.2,1982.2,28.833,29.732,0.01,0.04,0.0,195.8,20.26,0,Stationary
26,18060,602.6,1923.2,1982.0,28.848,29.73,0.004,0.01,-0.002,349.3,20.24,0,Stationary
26,18180,606.61,1925.8,1979.9,28.887,29.698,0.013,0.05,0.002,321.3,20.19,0,Stationary
26,18360,612.61,1925.1,1979.5,28.876,29.693,0.002,0.01,-0.002,203.7,20.2,0,Stationary
26,18420,614.61,1924.9,1981.0,28.874,29.716,0.011,0.04,0.005,95.0,20.21,0,Stationary
29,19380,646.65,2454.5,92.9,36.817,1.394,0.018,0.07,0.0,8.4,2.49,0,Waiting at Curb
29,19440,648.65,2456.9,93.3,36.853,1.4,0.018,0.07,0.0,8.4,2.45,0,Waiting at Curb
29,19500,650.65,2456.3,86.9,36.845,1.303,0.048,0.17,0.015,265.2,2.48,0,Waiting at Curb
33,22200,740.74,2602.7,978.5,39.04,14.677,0.019,0.07,0.0,13.1,7.31,0,Stationary
33,22260,742.74,2605.1,979.0,39.077,14.685,0.019,0.07,0.0,13.1,7.31,0,Stationary
33,22320,744.74,2604.5,980.0,39.067,14.7,0.009,0.03,-0.005,123.6,7.33,0,Stationary
35,23040,768.77,1194.6,1864.6,17.919,27.969,0.042,0.15,0.0,280.4,9.48,0,Stationary
35,23100,770.77,1195.6,1859.1,17.934,27.887,0.042,0.15,0.0,280.4,9.47,0,Stationary
35,23160,772.77,1194.2,1857.1,17.914,27.856,0.018,0.07,-0.012,236.0,9.44,0,Stationary
35,23220,774.77,1194.4,1855.2,17.916,27.827,0.015,0.05,-0.002,275.3,9.43,0,Stationary
35,23460,782.78,1192.7,1846.5,17.891,27.697,0.017,0.06,0.0,259.0,9.36,0,Stationary
35,23700,790.79,1195.9,1847.0,17.939,27.705,0.006,0.02,-0.001,8.8,9.41,0,Stationary
35,23880,796.8,1190.7,1844.2,17.861,27.663,0.015,0.05,0.001,208.1,9.32,0,Stationary
35,24060,802.8,1191.4,1846.0,17.871,27.691,0.005,0.02,-0.002,70.0,9.34,0,Stationary
35,24240,808.81,1192.9,1841.4,17.893,27.621,0.012,0.04,0.001,287.3,9.34,0,Stationary
35,24420,814.81,1190.4,1846.6,17.857,27.699,0.014,0.05,0.0,115.1,9.33,0,Stationary
35,24540,818.82,1191.2,1845.5,17.868,27.683,0.005,0.02,-0.002,305.0,9.33,0,Stationary
35,24600,820.82,1192.6,1847.0,17.888,27.706,0.015,0.06,0.005,47.3,9.36,0,Stationary
35,25500,850.85,1192.8,1849.4,17.892,27.741,0.001,0.0,-0.0,85.1,9.38,0,Stationary
35,25560,852.85,1191.0,1846.3,17.865,27.694,0.027,0.1,0.013,240.7,9.34,0,Stationary
35,25680,856.86,1191.3,1854.0,17.869,27.811,0.029,0.1,0.001,87.9,9.38,0,Stationary
35,25920,864.86,1193.1,1852.1,17.896,27.782,0.005,0.02,-0.003,313.7,9.4,0,Stationary
35,25980,866.87,1192.1,1848.3,17.881,27.724,0.03,0.11,0.013,255.4,9.36,0,Stationary
35,26100,870.87,1194.9,1852.2,17.923,27.783,0.018,0.07,-0.003,54.4,9.42,0,Stationary
35,26160,872.87,1195.7,1856.5,17.936,27.847,0.033,0.12,0.007,79.2,9.46,0,Stationary
35,26220,874.87,1192.0,1851.3,17.88,27.77,0.048,0.17,0.008,234.3,9.38,0,Stationary
35,26520,884.88,1193.9,1860.6,17.909,27.908,0.014,0.05,-0.003,78.1,9.45,0,Stationary
35,26580,886.89,1191.7,1890.4,17.876,28.357,0.224,0.81,0.104,94.3,9.59,0,Stationary
35,27000,900.9,1193.6,1899.4,17.903,28.491,0.01,0.04,-0.015,78.2,9.67,0,Stationary
35,27420,914.91,1190.4,1897.9,17.855,28.468,0.004,0.01,-0.0,205.3,9.61,0,Stationary
35,27840,928.93,1190.5,1903.7,17.858,28.556,0.006,0.02,0.0,88.5,9.65,0,Stationary
35,28020,934.93,1189.0,1905.6,17.835,28.584,0.006,0.02,-0.0,128.9,9.64,0,Stationary
35,28260,942.94,1189.9,1902.5,17.848,28.537,0.006,0.02,0.0,286.0,9.64,0,Stationary
35,28320,944.94,1189.8,1893.8,17.847,28.407,0.065,0.23,0.03,269.6,9.58,0,Stationary
35,28500,950.95,1190.4,1897.6,17.856,28.464,0.01,0.03,-0.009,80.9,9.61,0,Stationary
35,28560,952.95,1189.0,1890.6,17.835,28.359,0.054,0.19,0.022,258.3,9.55,0,Stationary
35,28620,954.95,1190.1,1896.7,17.851,28.45,0.046,0.17,-0.004,79.7,9.6,0,Stationary
35,28920,964.96,1190.3,1896.2,17.855,28.443,0.001,0.0,-0.005,296.7,9.6,0,Stationary
35,30180,1007.01,1191.1,1897.4,17.866,28.461,0.0,0.0,-0.0,57.1,9.62,0,Stationary
35,30240,1009.01,1189.9,1892.9,17.848,28.393,0.035,0.13,0.017,255.3,9.58,0,Stationary
35,30300,1011.01,1190.8,1880.3,17.862,28.204,0.095,0.34,0.03,274.3,9.52,0,Stationary
35,30540,1019.02,1190.2,1896.7,17.853,28.45,0.031,0.11,-0.008,92.3,9.6,0,Stationary
35,30600,1021.02,1189.5,1890.5,17.842,28.357,0.047,0.17,0.008,263.6,9.56,0,Stationary
35,30840,1029.03,1192.2,1894.4,17.883,28.416,0.009,0.03,-0.005,55.3,9.62,0,Stationary
35,31020,1035.03,1190.7,1893.3,17.86,28.399,0.005,0.02,-0.001,215.3,9.59,0,Stationary
35,33300,1111.11,1191.1,1899.7,17.866,28.495,0.001,0.0,-0.0,86.0,9.64,0,Stationary
35,33480,1117.12,1190.9,1896.9,17.864,28.453,0.007,0.02,0.001,266.5,9.62,0,Stationary
35,34560,1153.15,1188.8,1897.0,17.832,28.455,0.001,0.0,-0.0,177.5,9.59,0,Stationary
35,34680,1157.16,1190.3,1895.3,17.854,28.429,0.008,0.03,0.002,310.9,9.6,0,Stationary
35,34740,1159.16,1190.2,1896.0,17.853,28.44,0.005,0.02,-0.002,96.2,9.6,0,Stationary
35,35580,1187.19,1186.4,1881.0,17.796,28.214,0.008,0.03,0.0,255.7,9.46,0,Stationary
35,36000,1201.2,1186.8,1859.5,17.802,27.893,0.023,0.08,0.001,271.1,9.35,0,Stationary
37,25020,834.83,2433.7,187.2,36.505,2.808,0.026,0.09,0.0,177.5,2.52,0,Stationary
37,25080,836.84,2430.1,187.3,36.452,2.81,0.026,0.09,0.0,177.5,2.57,0,Stationary
37,25140,838.84,2433.1,185.6,36.497,2.783,0.026,0.09,-0.0,329.0,2.54,0,Stationary
37,25200,840.84,2429.3,188.9,36.439,2.833,0.038,0.14,0.006,139.2,2.58,0,Stationary
37,25260,842.84,2429.4,186.3,36.441,2.795,0.019,0.07,-0.01,272.9,2.59,0,Stationary
37,25320,844.84,2429.7,189.7,36.446,2.845,0.025,0.09,0.003,84.8,2.57,0,Stationary
38,26160,872.87,2318.6,1327.1,34.779,19.906,0.035,0.13,0.0,239.9,11.97,0,Stationary
38,26220,874.87,2316.2,1323.0,34.743,19.845,0.035,0.13,0.0,239.9,12.0,0,Stationary
38,26340,878.88,2319.6,1328.1,34.794,19.921,0.023,0.08,-0.003,56.2,11.95,0,Stationary
41,27840,928.93,3037.0,1027.1,45.556,15.406,0.01,0.03,0.0,224.7,4.37,0,Stationary
41,27900,930.93,3036.1,1026.2,45.542,15.393,0.01,0.03,0.0,224.7,4.39,0,Stationary
41,27960,932.93,3036.3,1025.7,45.544,15.386,0.004,0.01,-0.003,287.1,4.4,0,Stationary
41,28020,934.93,3036.8,1025.3,45.552,15.38,0.005,0.02,0.001,323.1,4.4,0,Stationary
41,28140,938.94,3031.7,1026.6,45.475,15.4,0.02,0.07,0.004,165.6,4.4,0,Stationary
42,28140,938.94,2134.4,1280.5,32.016,19.207,0.059,0.21,0.0,253.5,13.88,0,Stationary
42,28200,940.94,2132.2,1272.9,31.983,19.094,0.059,0.21,0.0,253.5,13.8,0,Stationary
42,28260,942.94,2133.0,1271.8,31.996,19.077,0.011,0.04,-0.024,308.3,13.78,0,Stationary
42,28320,944.94,2134.0,1280.1,32.01,19.202,0.063,0.23,0.026,83.4,13.88,0,Stationary
42,28500,950.95,2130.3,1270.0,31.955,19.049,0.027,0.1,-0.006,250.3,13.77,0,Stationary
42,28560,952.95,2132.1,1265.9,31.981,18.988,0.033,0.12,0.003,292.9,13.71,0,Stationary
42,28620,954.95,2132.6,1269.3,31.989,19.039,0.026,0.09,-0.004,81.3,13.75,0,Stationary
42,28680,956.96,2126.5,1269.1,31.898,19.036,0.045,0.16,0.01,181.9,13.79,0,Stationary
42,28920,964.96,2133.4,1263.1,32.001,18.947,0.017,0.06,-0.004,319.1,13.66,0,Stationary
