person_id,frame_id,timestamp_sec,spatial_zone,pos_x_m,pos_y_m,speed_mps,step_length_m,stride_length_m,cadence_steps_per_min,step_frequency_hz,stride_frequency_hz,group_category,in_crossing_corridor,in_zebra
25,17820,594.59,Median Side,45.267,15.399,0.028,0.062,0.124,27.2,0.45,0.23,Single Pedestrian Crossing,0,0
26,17760,592.59,South Kerb Side,28.892,29.749,0.01,0.05,0.1,12.1,0.2,0.1,Single Pedestrian Crossing,0,0
26,17940,598.6,South Kerb Side,28.833,29.732,0.01,0.05,0.1,12.1,0.2,0.1,Single Pedestrian Crossing,0,0
26,18060,602.6,South Kerb Side,28.848,29.73,0.004,0.05,0.1,4.6,0.08,0.04,Single Pedestrian Crossing,0,0
26,18180,606.61,South Kerb Side,28.887,29.698,0.013,0.05,0.1,15.0,0.25,0.13,Single Pedestrian Crossing,0,0
26,18360,612.61,South Kerb Side,28.876,29.693,0.002,0.05,0.1,2.6,0.04,0.02,Single Pedestrian Crossing,0,0
26,18420,614.61,South Kerb Side,28.874,29.716,0.011,0.05,0.1,13.6,0.23,0.11,Single Pedestrian Crossing,0,0
29,19380,646.65,North Kerb Side,36.817,1.394,0.018,0.05,0.1,22.0,0.37,0.18,Single Pedestrian Crossing,0,0
29,19440,648.65,North Kerb Side,36.853,1.4,0.018,0.05,0.1,22.0,0.37,0.18,Single Pedestrian Crossing,0,0
29,19500,650.65,North Kerb Side,36.845,1.303,0.048,0.091,0.181,32.0,0.53,0.27,Single Pedestrian Crossing,0,0
33,22200,740.74,Median Side,39.04,14.677,0.019,0.05,0.1,22.6,0.38,0.19,Single Pedestrian Crossing,0,0
33,22260,742.74,Median Side,39.077,14.685,0.019,0.05,0.1,22.6,0.38,0.19,Single Pedestrian Crossing,0,0
33,22320,744.74,Median Side,39.067,14.7,0.009,0.05,0.1,10.7,0.18,0.09,Single Pedestrian Crossing,0,0
35,23040,768.77,South Kerb Side,17.919,27.969,0.042,0.081,0.163,30.6,0.51,0.26,Group Crossing (>2 people),0,0
35,23100,770.77,South Kerb Side,17.934,27.887,0.042,0.081,0.163,30.6,0.51,0.26,Group Crossing (>2 people),0,0
35,23160,772.77,South Kerb Side,17.914,27.856,0.018,0.05,0.1,22.1,0.37,0.18,Group Crossing (>2 people),0,0
35,23220,774.77,South Kerb Side,17.916,27.827,0.015,0.05,0.1,17.5,0.29,0.15,Group Crossing (>2 people),0,0
35,23460,782.78,South Kerb Side,17.891,27.697,0.017,0.05,0.1,19.9,0.33,0.17,Group Crossing (>2 people),0,0
35,23700,790.79,South Kerb Side,17.939,27.705,0.006,0.05,0.1,7.3,0.12,0.06,Group Crossing (>2 people),0,0
35,23880,796.8,South Kerb Side,17.861,27.663,0.015,0.05,0.1,17.6,0.29,0.15,Group Crossing (>2 people),0,0
35,24060,802.8,South Kerb Side,17.871,27.691,0.005,0.05,0.1,5.9,0.1,0.05,Group Crossing (>2 people),0,0
35,24240,808.81,South Kerb Side,17.893,27.621,0.012,0.05,0.1,14.5,0.24,0.12,Group Crossing (>2 people),0,0
35,24420,814.81,South Kerb Side,17.857,27.699,0.014,0.05,0.1,17.1,0.29,0.14,Group Crossing (>2 people),0,0
35,24540,818.82,South Kerb Side,17.868,27.683,0.005,0.05,0.1,5.8,0.1,0.05,Group Crossing (>2 people),0,0
35,24600,820.82,South Kerb Side,17.888,27.706,0.015,0.05,0.1,18.4,0.31,0.15,Group Crossing (>2 people),0,0
35,25500,850.85,South Kerb Side,17.892,27.741,0.001,0.05,0.1,1.4,0.02,0.01,Group Crossing (>2 people),0,0
35,25560,852.85,South Kerb Side,17.865,27.694,0.027,0.06,0.121,26.9,0.45,0.22,Group Crossing (>2 people),0,0
35,25680,856.86,South Kerb Side,17.869,27.811,0.029,0.064,0.127,27.5,0.46,0.23,Group Crossing (>2 people),0,0
35,25920,864.86,South Kerb Side,17.896,27.782,0.005,0.05,0.1,5.9,0.1,0.05,Group Crossing (>2 people),0,0
35,25980,866.87,South Kerb Side,17.881,27.724,0.03,0.065,0.13,27.8,0.46,0.23,Group Crossing (>2 people),0,0
35,26100,870.87,South Kerb Side,17.923,27.783,0.018,0.05,0.1,21.9,0.36,0.18,Group Crossing (>2 people),0,0
35,26160,872.87,South Kerb Side,17.936,27.847,0.033,0.069,0.138,28.5,0.47,0.24,Group Crossing (>2 people),0,0
35,26220,874.87,South Kerb Side,17.88,27.77,0.048,0.09,0.18,31.9,0.53,0.27,Group Crossing (>2 people),0,0
35,26520,884.88,South Kerb Side,17.909,27.908,0.014,0.05,0.1,17.0,0.28,0.14,Group Crossing (>2 people),0,0
35,26580,886.89,South Kerb Side,17.876,28.357,0.224,0.289,0.579,46.4,0.77,0.39,Group Crossing (>2 people),0,0
35,27000,900.9,South Kerb Side,17.903,28.491,0.01,0.05,0.1,11.7,0.2,0.1,Group Crossing (>2 people),0,0
35,27420,914.91,South Kerb Side,17.855,28.468,0.004,0.05,0.1,4.6,0.08,0.04,Group Crossing (>2 people),0,0
35,27840,928.93,South Kerb Side,17.858,28.556,0.006,0.05,0.1,7.5,0.13,0.06,Group Crossing (>2 people),0,0
35,28020,934.93,South Kerb Side,17.835,28.584,0.006,0.05,0.1,7.3,0.12,0.06,Group Crossing (>2 people),0,0
35,28260,942.94,South Kerb Side,17.848,28.537,0.006,0.05,0.1,7.4,0.12,0.06,Group Crossing (>2 people),0,0
35,28320,944.94,South Kerb Side,17.847,28.407,0.065,0.112,0.223,35.0,0.58,0.29,Group Crossing (>2 people),0,0
35,28500,950.95,South Kerb Side,17.856,28.464,0.01,0.05,0.1,11.6,0.19,0.1,Group Crossing (>2 people),0,0
35,28560,952.95,South Kerb Side,17.835,28.359,0.054,0.097,0.194,33.0,0.55,0.28,Group Crossing (>2 people),0,0
35,28620,954.95,South Kerb Side,17.851,28.45,0.046,0.088,0.176,31.6,0.53,0.26,Group Crossing (>2 people),0,0
35,28920,964.96,South Kerb Side,17.855,28.443,0.001,0.05,0.1,1.2,0.02,0.01,Group Crossing (>2 people),0,0
35,30180,1007.01,South Kerb Side,17.866,28.461,0.0,0.05,0.1,1.2,0.02,0.01,Group Crossing (>2 people),0,0
35,30240,1009.01,South Kerb Side,17.848,28.393,0.035,0.072,0.144,29.0,0.48,0.24,Group Crossing (>2 people),0,0
35,30300,1011.01,South Kerb Side,17.862,28.204,0.095,0.145,0.29,39.2,0.65,0.33,Group Crossing (>2 people),0,0
35,30540,1019.02,South Kerb Side,17.853,28.45,0.031,0.066,0.132,28.0,0.47,0.23,Group Crossing (>2 people),0,0
35,30600,1021.02,South Kerb Side,17.842,28.357,0.047,0.089,0.177,31.7,0.53,0.26,Group Crossing (>2 people),0,0
35,30840,1029.03,South Kerb Side,17.883,28.416,0.009,0.05,0.1,10.7,0.18,0.09,Group Crossing (>2 people),0,0
35,31020,1035.03,South Kerb Side,17.86,28.399,0.005,0.05,0.1,5.7,0.1,0.05,Group Crossing (>2 people),0,0
35,33300,1111.11,South Kerb Side,17.866,28.495,0.001,0.05,0.1,1.5,0.03,0.01,Group Crossing (>2 people),0,0
35,33480,1117.12,South Kerb Side,17.864,28.453,0.007,0.05,0.1,8.3,0.14,0.07,Group Crossing (>2 people),0,0
35,34560,1153.15,South Kerb Side,17.832,28.455,0.001,0.05,0.1,1.2,0.02,0.01,Group Crossing (>2 people),0,0
35,34680,1157.16,South Kerb Side,17.854,28.429,0.008,0.05,0.1,10.0,0.17,0.08,Group Crossing (>2 people),0,0
35,34740,1159.16,South Kerb Side,17.853,28.44,0.005,0.05,0.1,6.1,0.1,0.05,Group Crossing (>2 people),0,0
35,35580,1187.19,South Kerb Side,17.796,28.214,0.008,0.05,0.1,9.9,0.17,0.08,Group Crossing (>2 people),0,0
35,36000,1201.2,South Kerb Side,17.802,27.893,0.023,0.054,0.107,25.6,0.43,0.21,Group Crossing (>2 people),0,0
37,25020,834.83,North Kerb Side,36.505,2.808,0.026,0.059,0.118,26.7,0.45,0.22,Single Pedestrian Crossing,0,0
37,25080,836.84,North Kerb Side,36.452,2.81,0.026,0.059,0.118,26.7,0.45,0.22,Single Pedestrian Crossing,0,0
37,25140,838.84,North Kerb Side,36.497,2.783,0.026,0.059,0.117,26.6,0.44,0.22,Single Pedestrian Crossing,0,0
37,25200,840.84,North Kerb Side,36.439,2.833,0.038,0.076,0.153,29.8,0.5,0.25,Single Pedestrian Crossing,0,0
37,25260,842.84,North Kerb Side,36.441,2.795,0.019,0.05,0.1,22.7,0.38,0.19,Single Pedestrian Crossing,0,0
37,25320,844.84,North Kerb Side,36.446,2.845,0.025,0.057,0.114,26.3,0.44,0.22,Single Pedestrian Crossing,0,0
38,26160,872.87,Median Side,34.779,19.906,0.035,0.072,0.145,29.1,0.49,0.24,Single Pedestrian Crossing,1,0
38,26220,874.87,Median Side,34.743,19.845,0.035,0.072,0.145,29.1,0.49,0.24,Single Pedestrian Crossing,1,0
38,26340,878.88,Median Side,34.794,19.921,0.023,0.053,0.107,25.6,0.43,0.21,Single Pedestrian Crossing,1,0
41,27840,928.93,Median Side,45.556,15.406,0.01,0.05,0.1,11.5,0.19,0.1,Single Pedestrian Crossing,0,0
41,27900,930.93,Median Side,45.542,15.393,0.01,0.05,0.1,11.5,0.19,0.1,Single Pedestrian Crossing,0,0
41,27960,932.93,Median Side,45.544,15.386,0.004,0.05,0.1,4.3,0.07,0.04,Single Pedestrian Crossing,0,0
41,28020,934.93,Median Side,45.552,15.38,0.005,0.05,0.1,6.0,0.1,0.05,Single Pedestrian Crossing,0,0
41,28140,938.94,Median Side,45.475,15.4,0.02,0.05,0.1,23.7,0.4,0.2,Single Pedestrian Crossing,0,0
42,28140,938.94,Median Side,32.016,19.207,0.059,0.104,0.209,34.0,0.57,0.28,Single Pedestrian Crossing,1,0
42,28200,940.94,Median Side,31.983,19.094,0.059,0.104,0.209,34.0,0.57,0.28,Single Pedestrian Crossing,1,0
42,28260,942.94,Median Side,31.996,19.077,0.011,0.05,0.1,12.7,0.21,0.11,Single Pedestrian Crossing,1,0
42,28320,944.94,Median Side,32.01,19.202,0.063,0.109,0.217,34.7,0.58,0.29,Single Pedestrian Crossing,1,0
42,28500,950.95,Median Side,31.955,19.049,0.027,0.06,0.12,26.9,0.45,0.22,Single Pedestrian Crossing,1,0
42,28560,952.95,Median Side,31.981,18.988,0.033,0.069,0.139,28.6,0.48,0.24,Single Pedestrian Crossing,1,0
42,28620,954.95,Median Side,31.989,19.039,0.026,0.058,0.117,26.6,0.44,0.22,Single Pedestrian Crossing,1,0
42,28680,956.96,Median Side,31.898,19.036,0.045,0.086,0.173,31.4,0.52,0.26,Single Pedestrian Crossing,1,0
42,28920,964.96,Median Side,32.001,18.947,0.017,0.05,0.1,20.5,0.34,0.17,Single Pedestrian Crossing,1,0
42,32460,1083.08,Median Side,32.184,18.118,0.007,0.05,0.1,8.6,0.14,0.07,Single Pedestrian Crossing,1,0
43,28800,960.96,Median Side,34.617,21.191,0.163,0.245,0.49,40.0,0.67,0.33,Single Pedestrian Crossing,1,0
43,28860,962.96,Median Side,34.652,20.866,0.163,0.245,0.49,40.0,0.67,0.33,Single Pedestrian Crossing,1,0
43,28920,964.96,Median Side,34.667,20.727,0.07,0.117,0.234,35.8,0.6,0.3,Single Pedestrian Crossing,1,0
45,29340,978.98,North Kerb Side,9.469,4.679,0.015,0.05,0.1,18.6,0.31,0.15,Single Pedestrian Crossing,0,0
45,29400,980.98,North Kerb Side,9.439,4.677,0.015,0.05,0.1,18.6,0.31,0.15,Single Pedestrian Crossing,0,0
45,29520,984.98,North Kerb Side,9.418,4.735,0.015,0.05,0.1,18.3,0.31,0.15,Single Pedestrian Crossing,0,0
45,29580,986.99,North Kerb Side,9.425,4.729,0.005,0.05,0.1,5.6,0.09,0.05,Single Pedestrian Crossing,0,0
45,29640,988.99,North Kerb Side,9.411,4.731,0.007,0.05,0.1,8.2,0.14,0.07,Single Pedestrian Crossing,0,0
45,29700,990.99,North Kerb Side,9.381,4.73,0.015,0.05,0.1,18.3,0.31,0.15,Single Pedestrian Crossing,0,0
45,29760,992.99,North Kerb Side,9.402,4.739,0.012,0.05,0.1,14.0,0.23,0.12,Single Pedestrian Crossing,0,0
45,29820,994.99,North Kerb Side,9.413,4.723,0.01,0.05,0.1,11.6,0.19,0.1,Single Pedestrian Crossing,0,0
45,29880,997.0,North Kerb Side,9.412,4.737,0.007,0.05,0.1,8.1,0.14,0.07,Single Pedestrian Crossing,0,0
45,29940,999.0,North Kerb Side,9.418,4.76,0.012,0.05,0.1,14.4,0.24,0.12,Single Pedestrian Crossing,0,0
45,30000,1001.0,North Kerb Side,9.411,4.72,0.02,0.05,0.1,24.1,0.4,0.2,Single Pedestrian Crossing,0,0
45,30120,1005.0,North Kerb Side,9.44,4.826,0.027,0.061,0.122,27.0,0.45,0.23,Single Pedestrian Crossing,0,0
45,30240,1009.01,North Kerb Side,9.441,4.724,0.025,0.058,0.115,26.4,0.44,0.22,Single Pedestrian Crossing,0,0
45,30300,1011.01,North Kerb Side,9.442,4.73,0.003,0.05,0.1,3.4,0.06,0.03,Single Pedestrian Crossing,0,0
45,30360,1013.01,North Kerb Side,9.442,4.711,0.009,0.05,0.1,11.1,0.19,0.09,Single Pedestrian Crossing,0,0
45,30420,1015.01,North Kerb Side,9.413,4.682,0.02,0.05,0.1,24.5,0.41,0.2,Single Pedestrian Crossing,0,0
45,30480,1017.02,North Kerb Side,9.414,4.702,0.01,0.05,0.1,11.6,0.19,0.1,Single Pedestrian Crossing,0,0
45,30540,1019.02,North Kerb Side,9.411,4.676,0.013,0.05,0.1,15.3,0.26,0.13,Single Pedestrian Crossing,0,0
45,30600,1021.02,North Kerb Side,9.418,4.647,0.015,0.05,0.1,18.1,0.3,0.15,Single Pedestrian Crossing,0,0
45,30720,1025.02,North Kerb Side,9.437,4.655,0.005,0.05,0.1,6.2,0.1,0.05,Single Pedestrian Crossing,0,0
45,30780,1027.03,North Kerb Side,9.464,4.686,0.02,0.05,0.1,24.5,0.41,0.2,Single Pedestrian Crossing,0,0
45,30840,1029.03,North Kerb Side,9.456,4.665,0.011,0.05,0.1,13.2,0.22,0.11,Single Pedestrian Crossing,0,0
45,30900,1031.03,North Kerb Side,9.453,4.664,0.002,0.05,0.1,2.1,0.04,0.02,Single Pedestrian Crossing,0,0
45,31080,1037.04,North Kerb Side,9.436,4.667,0.003,0.05,0.1,3.5,0.06,0.03,Single Pedestrian Crossing,0,0
45,31200,1041.04,North Kerb Side,9.417,4.641,0.008,0.05,0.1,9.5,0.16,0.08,Single Pedestrian Crossing,0,0
45,31260,1043.04,North Kerb Side,9.398,4.677,0.02,0.05,0.1,24.0,0.4,0.2,Single Pedestrian Crossing,0,0
45,31320,1045.04,North Kerb Side,9.372,4.651,0.019,0.05,0.1,22.3,0.37,0.19,Single Pedestrian Crossing,0,0
45,31380,1047.05,North Kerb Side,9.377,4.659,0.005,0.05,0.1,5.6,0.09,0.05,Single Pedestrian Crossing,0,0
45,31440,1049.05,North Kerb Side,9.355,4.659,0.011,0.05,0.1,13.0,0.22,0.11,Single Pedestrian Crossing,0,0
45,31500,1051.05,North Kerb Side,9.334,4.725,0.035,0.072,0.143,29.0,0.48,0.24,Single Pedestrian Crossing,0,0
45,31560,1053.05,North Kerb Side,9.333,4.71,0.008,0.05,0.1,9.2,0.15,0.08,Single Pedestrian Crossing,0,0
45,31620,1055.05,North Kerb Side,9.343,4.683,0.014,0.05,0.1,17.0,0.28,0.14,Single Pedestrian Crossing,0,0
45,31740,1059.06,North Kerb Side,9.348,4.741,0.015,0.05,0.1,17.6,0.29,0.15,Single Pedestrian Crossing,0,0
45,31860,1063.06,North Kerb Side,9.306,4.781,0.015,0.05,0.1,17.4,0.29,0.15,Single Pedestrian Crossing,0,0
45,31920,1065.06,North Kerb Side,9.343,4.701,0.044,0.085,0.17,31.2,0.52,0.26,Single Pedestrian Crossing,0,0
45,32040,1069.07,North Kerb Side,9.328,4.679,0.007,0.05,0.1,8.1,0.13,0.07,Single Pedestrian Crossing,0,0
45,32100,1071.07,North Kerb Side,9.324,4.684,0.003,0.05,0.1,4.0,0.07,0.03,Single Pedestrian Crossing,0,0
45,32160,1073.07,North Kerb Side,9.349,4.68,0.013,0.05,0.1,15.4,0.26,0.13,Single Pedestrian Crossing,0,0
45,32220,1075.07,North Kerb Side,9.35,4.68,0.0,0.05,0.1,1.2,0.02,0.01,Single Pedestrian Crossing,0,0
45,32280,1077.08,North Kerb Side,9.348,4.66,0.01,0.05,0.1,11.9,0.2,0.1,Single Pedestrian Crossing,0,0
45,32340,1079.08,North Kerb Side,9.358,4.641,0.01,0.05,0.1,12.6,0.21,0.1,Single Pedestrian Crossing,0,0
45,32400,1081.08,North Kerb Side,9.364,4.695,0.027,0.06,0.12,26.9,0.45,0.22,Single Pedestrian Crossing,0,0
45,32460,1083.08,North Kerb Side,9.378,4.733,0.02,0.05,0.1,24.4,0.41,0.2,Single Pedestrian Crossing,0,0
45,32520,1085.08,North Kerb Side,9.363,4.789,0.029,0.063,0.127,27.5,0.46,0.23,Single Pedestrian Crossing,0,0
45,32580,1087.09,North Kerb Side,9.342,4.749,0.023,0.053,0.107,25.6,0.43,0.21,Single Pedestrian Crossing,0,0
45,32640,1089.09,North Kerb Side,9.354,4.779,0.016,0.05,0.1,19.7,0.33,0.16,Single Pedestrian Crossing,0,0
45,32700,1091.09,North Kerb Side,9.357,4.773,0.003,0.05,0.1,3.9,0.06,0.03,Single Pedestrian Crossing,0,0
45,32760,1093.09,North Kerb Side,9.344,4.785,0.009,0.05,0.1,10.7,0.18,0.09,Single Pedestrian Crossing,0,0
45,33540,1119.12,North Kerb Side,9.312,4.739,0.002,0.05,0.1,2.6,0.04,0.02,Single Pedestrian Crossing,0,0
45,33600,1121.12,North Kerb Side,9.36,4.672,0.041,0.081,0.162,30.5,0.51,0.25,Single Pedestrian Crossing,0,0
45,33660,1123.12,North Kerb Side,9.363,4.661,0.006,0.05,0.1,6.8,0.11,0.06,Single Pedestrian Crossing,0,0
45,33720,1125.12,North Kerb Side,9.358,4.639,0.012,0.05,0.1,14.1,0.23,0.12,Single Pedestrian Crossing,0,0
45,33780,1127.13,North Kerb Side,9.375,4.636,0.009,0.05,0.1,10.7,0.18,0.09,Single Pedestrian Crossing,0,0
45,33960,1133.13,North Kerb Side,9.409,4.651,0.006,0.05,0.1,7.3,0.12,0.06,Single Pedestrian Crossing,0,0
45,34020,1135.13,North Kerb Side,9.422,4.662,0.009,0.05,0.1,10.6,0.18,0.09,Single Pedestrian Crossing,0,0
45,34080,1137.14,North Kerb Side,9.429,4.677,0.008,0.05,0.1,9.8,0.16,0.08,Single Pedestrian Crossing,0,0
45,34140,1139.14,North Kerb Side,9.41,4.648,0.018,0.05,0.1,21.0,0.35,0.18,Single Pedestrian Crossing,0,0
45,34320,1145.14,North Kerb Side,9.402,4.675,0.005,0.05,0.1,5.7,0.1,0.05,Single Pedestrian Crossing,0,0
45,34380,1147.15,North Kerb Side,9.415,4.692,0.011,0.05,0.1,12.7,0.21,0.11,Single Pedestrian Crossing,0,0
45,34440,1149.15,North Kerb Side,9.402,4.733,0.021,0.051,0.102,25.1,0.42,0.21,Single Pedestrian Crossing,0,0
45,34500,1151.15,North Kerb Side,9.401,4.672,0.03,0.065,0.131,27.8,0.46,0.23,Single Pedestrian Crossing,0,0
45,34560,1153.15,North Kerb Side,9.38,4.661,0.012,0.05,0.1,14.5,0.24,0.12,Single Pedestrian Crossing,0,0
45,34620,1155.15,North Kerb Side,9.4,4.625,0.021,0.05,0.1,24.6,0.41,0.21,Single Pedestrian Crossing,0,0
45,34680,1157.16,North Kerb Side,9.39,4.711,0.043,0.083,0.167,30.9,0.52,0.26,Single Pedestrian Crossing,0,0
45,34740,1159.16,North Kerb Side,9.367,4.683,0.018,0.05,0.1,21.9,0.36,0.18,Single Pedestrian Crossing,0,0
45,34800,1161.16,North Kerb Side,9.351,4.638,0.024,0.055,0.11,25.9,0.43,0.22,Single Pedestrian Crossing,0,0
45,34860,1163.16,North Kerb Side,9.346,4.692,0.027,0.06,0.12,26.9,0.45,0.22,Single Pedestrian Crossing,0,0
45,34980,1167.17,North Kerb Side,9.351,4.723,0.008,0.05,0.1,9.6,0.16,0.08,Single Pedestrian Crossing,0,0
45,35040,1169.17,North Kerb Side,9.35,4.737,0.007,0.05,0.1,8.2,0.14,0.07,Single Pedestrian Crossing,0,0
45,35100,1171.17,North Kerb Side,9.34,4.728,0.007,0.05,0.1,8.1,0.14,0.07,Single Pedestrian Crossing,0,0
45,35160,1173.17,North Kerb Side,9.344,4.705,0.012,0.05,0.1,14.1,0.23,0.12,Single Pedestrian Crossing,0,0
45,35220,1175.17,North Kerb Side,9.361,4.72,0.011,0.05,0.1,13.2,0.22,0.11,Single Pedestrian Crossing,0,0
45,35280,1177.18,North Kerb Side,9.37,4.709,0.007,0.05,0.1,8.4,0.14,0.07,Single Pedestrian Crossing,0,0
45,35340,1179.18,North Kerb Side,9.365,4.792,0.041,0.081,0.162,30.6,0.51,0.25,Single Pedestrian Crossing,0,0
45,35400,1181.18,North Kerb Side,9.36,4.789,0.003,0.05,0.1,3.6,0.06,0.03,Single Pedestrian Crossing,0,0
45,35640,1189.19,North Kerb Side,9.378,4.706,0.011,0.05,0.1,12.8,0.21,0.11,Single Pedestrian Crossing,0,0
45,35820,1195.19,North Kerb Side,9.324,4.659,0.012,0.05,0.1,14.4,0.24,0.12,Single Pedestrian Crossing,0,0
45,36000,1201.2,North Kerb Side,9.325,4.734,0.013,0.05,0.1,15.1,0.25,0.13,Single Pedestrian Crossing,0,0
45,36120,1205.2,North Kerb Side,9.365,4.7,0.013,0.05,0.1,15.9,0.26,0.13,Single Pedestrian Crossing,0,0
45,36180,1207.21,North Kerb Side,9.375,4.689,0.007,0.05,0.1,8.4,0.14,0.07,Single Pedestrian Crossing,0,0
45,36240,1209.21,North Kerb Side,9.398,4.75,0.033,0.069,0.137,28.5,0.47,0.24,Single Pedestrian Crossing,0,0
45,36360,1213.21,North Kerb Side,9.417,4.769,0.007,0.05,0.1,8.0,0.13,0.07,Single Pedestrian Crossing,0,0
45,36420,1215.21,North Kerb Side,9.419,4.778,0.005,0.05,0.1,5.5,0.09,0.05,Single Pedestrian Crossing,0,0
45,36540,1219.22,North Kerb Side,9.436,4.752,0.008,0.05,0.1,9.2,0.15,0.08,Single Pedestrian Crossing,0,0
45,36600,1221.22,North Kerb Side,9.417,4.725,0.017,0.05,0.1,19.9,0.33,0.17,Single Pedestrian Crossing,0,0
45,36660,1223.22,North Kerb Side,9.416,4.775,0.025,0.057,0.114,26.3,0.44,0.22,Single Pedestrian Crossing,0,0
45,36720,1225.22,North Kerb Side,9.436,4.749,0.016,0.05,0.1,19.6,0.33,0.16,Single Pedestrian Crossing,0,0
45,36780,1227.23,North Kerb Side,9.438,4.767,0.009,0.05,0.1,10.4,0.17,0.09,Single Pedestrian Crossing,0,0
45,36840,1229.23,North Kerb Side,9.446,4.748,0.01,0.05,0.1,12.4,0.21,0.1,Single Pedestrian Crossing,0,0
45,36900,1231.23,North Kerb Side,9.448,4.767,0.01,0.05,0.1,12.0,0.2,0.1,Single Pedestrian Crossing,0,0
45,36960,1233.23,North Kerb Side,9.453,4.778,0.006,0.05,0.1,7.4,0.12,0.06,Single Pedestrian Crossing,0,0
45,37020,1235.23,North Kerb Side,9.452,4.767,0.006,0.05,0.1,6.7,0.11,0.06,Single Pedestrian Crossing,0,0
45,37080,1237.24,North Kerb Side,9.449,4.772,0.003,0.05,0.1,3.0,0.05,0.03,Single Pedestrian Crossing,0,0
45,37140,1239.24,North Kerb Side,9.447,4.771,0.001,0.05,0.1,1.2,0.02,0.01,Single Pedestrian Crossing,0,0
45,37200,1241.24,North Kerb Side,9.442,4.754,0.009,0.05,0.1,11.0,0.18,0.09,Single Pedestrian Crossing,0,0
45,37260,1243.24,North Kerb Side,9.44,4.747,0.003,0.05,0.1,4.0,0.07,0.03,Single Pedestrian Crossing,0,0
45,37320,1245.24,North Kerb Side,9.445,4.741,0.004,0.05,0.1,4.9,0.08,0.04,Single Pedestrian Crossing,0,0
45,37380,1247.25,North Kerb Side,9.451,4.73,0.006,0.05,0.1,7.0,0.12,0.06,Single Pedestrian Crossing,0,0
45,37560,1253.25,North Kerb Side,9.489,5.063,0.056,0.1,0.2,33.5,0.56,0.28,Single Pedestrian Crossing,0,0
45,37740,1259.26,North Kerb Side,9.487,4.7,0.061,0.106,0.212,34.3,0.57,0.29,Single Pedestrian Crossing,0,0
45,37800,1261.26,North Kerb Side,9.487,4.697,0.001,0.05,0.1,1.5,0.03,0.01,Single Pedestrian Crossing,0,0
45,37860,1263.26,North Kerb Side,9.421,4.701,0.033,0.069,0.139,28.6,0.48,0.24,Single Pedestrian Crossing,0,0
45,37920,1265.26,North Kerb Side,9.436,4.684,0.011,0.05,0.1,13.7,0.23,0.11,Single Pedestrian Crossing,0,0
45,37980,1267.27,North Kerb Side,9.505,4.863,0.096,0.146,0.292,39.3,0.66,0.33,Single Pedestrian Crossing,0,0
46,29400,980.98,Median Side,30.906,10.399,0.061,0.107,0.213,34.4,0.57,0.29,Single Pedestrian Crossing,0,0
46,29460,982.98,Median Side,30.813,10.479,0.061,0.107,0.213,34.4,0.57,0.29,Single Pedestrian Crossing,0,0
46,29580,986.99,Median Side,30.788,10.493,0.007,0.05,0.1,8.8,0.15,0.07,Single Pedestrian Crossing,0,0
46,29640,988.99,Median Side,30.728,10.655,0.086,0.135,0.271,38.1,0.63,0.32,Single Pedestrian Crossing,0,0
47,29460,982.98,Median Side,39.345,23.03,0.009,0.05,0.1,11.3,0.19,0.09,Single Pedestrian Crossing,1,0
47,29640,988.99,Median Side,39.301,22.994,0.009,0.05,0.1,11.3,0.19,0.09,Single Pedestrian Crossing,1,0
47,29820,994.99,Median Side,39.287,23.069,0.013,0.05,0.1,15.2,0.25,0.13,Single Pedestrian Crossing,1,0
47,29880,997.0,Median Side,39.295,23.071,0.004,0.05,0.1,5.4,0.09,0.04,Single Pedestrian Crossing,1,0
48,30360,1013.01,Median Side,45.555,15.396,0.034,0.07,0.14,28.7,0.48,0.24,Single Pedestrian Crossing,0,0
48,30420,1015.01,Median Side,45.572,15.331,0.034,0.07,0.14,28.7,0.48,0.24,Single Pedestrian Crossing,0,0
48,30720,1025.02,Median Side,45.591,15.224,0.011,0.05,0.1,13.0,0.22,0.11,Single Pedestrian Crossing,0,0
49,30780,1027.03,South Kerb Side,45.022,31.527,0.045,0.085,0.171,31.3,0.52,0.26,Single Pedestrian Crossing,0,0
49,30900,1031.03,South Kerb Side,44.96,31.36,0.045,0.085,0.171,31.3,0.52,0.26,Single Pedestrian Crossing,0,0
49,30960,1033.03,South Kerb Side,45.005,31.466,0.057,0.102,0.204,33.7,0.56,0.28,Single Pedestrian Crossing,0,0
49,31020,1035.03,South Kerb Side,45.103,31.544,0.062,0.108,0.217,34.6,0.58,0.29,Single Pedestrian Crossing,0,0
49,31080,1037.04,South Kerb Side,45.093,31.573,0.015,0.05,0.1,18.5,0.31,0.15,Single Pedestrian Crossing,0,0
50,31020,1035.03,Median Side,33.747,19.473,0.096,0.146,0.292,39.3,0.66,0.33,Single Pedestrian Crossing,1,0
50,31080,1037.04,Median Side,33.665,19.647,0.096,0.146,0.292,39.3,0.66,0.33,Single Pedestrian Crossing,1,0
50,34320,1145.14,Median Side,32.01,23.576,0.039,0.079,0.157,30.1,0.5,0.25,Single Pedestrian Crossing,1,0
51,31380,1047.05,Median Side,45.455,15.433,0.023,0.055,0.109,25.8,0.43,0.21,Single Pedestrian Crossing,0,0
51,31440,1049.05,Median Side,45.487,15.399,0.023,0.055,0.109,25.8,0.43,0.21,Single Pedestrian Crossing,0,0
